PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPUNAVAILREASON,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,EMPAGG,EMPSBJ,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
10007767,10007767,UMATAPHY,1,0,15,15,20,70,13,CAH07-01-01,90,45,10,0,10,0,35
10007767,10007767,UMATAPHY,1,0,50,50,75,70,13,CAH09-01-01,90,15,5,0,15,5,60
10007767,10007767,UMATAPSY,1,0,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,UMATAPSY,1,0,50,50,75,70,13,CAH09-01-01,90,15,5,0,15,5,60
10007767,10007767,UMATFY,1,0,50,50,75,70,13,CAH09-01-01,90,15,5,0,15,5,60
10007767,10007767,UMATSH,1,0,30,30,45,65,14,,90,15,0,5,15,5,60
10007767,10007767,UMATSHM,1,0,10,10,15,75,24,,90,20,0,0,0,10,75
10007767,10007767,UMBCSH,1,0,75,75,105,68,14,,100,0,0,0,8,0,92
10007767,10007767,UMBCSHFY,1,0,75,75,115,68,13,CAH01-01-02,100,0,0,0,8,0,92
10007767,10007767,UMBMFY,1,0,15,15,25,75,13,CAH17-01-03,85,10,5,0,15,10,60
10007767,10007767,UMBMFY,1,0,35,35,50,70,13,CAH17-01-04,90,10,0,5,10,5,70
10007767,10007767,UMBMSH,1,1,15,15,25,75,13,CAH17-01-03,85,10,5,0,15,10,60
10007767,10007767,UMBMSH,1,1,35,35,50,70,13,CAH17-01-04,90,10,0,5,10,5,70
10007767,10007767,UMCHABIO,1,1,35,35,50,70,13,CAH03-01-02,85,25,5,5,10,5,50
10007767,10007767,UMCHABIO,1,1,30,30,40,65,13,CAH07-02-01,85,30,0,0,5,15,55
10007767,10007767,UMCHAFSC,1,1,30,30,40,65,13,CAH07-02-01,85,30,0,0,5,15,55
10007767,10007767,UMCHAFSC,1,1,15,15,30,50,13,CAH07-04-02,90,5,5,5,0,0,80
10007767,10007767,UMCHAGEO,1,1,30,30,40,65,13,CAH07-02-01,85,30,0,0,5,15,55
10007767,10007767,UMCHAGEO,1,1,25,25,30,75,13,CAH26-01-06,85,30,10,0,25,5,35
10007767,10007767,UMCHAMAT,1,1,30,30,40,65,13,CAH07-02-01,85,30,0,0,5,15,55
10007767,10007767,UMCHAMAT,1,1,50,50,75,70,13,CAH09-01-01,90,15,5,0,15,5,60
10007767,10007767,UMCHANEU,1,0,80,80,120,65,13,CAH02-05-03,90,27,3,5,19,2,44
10007767,10007767,UMCHANEU,1,0,30,30,40,65,13,CAH07-02-01,85,30,0,0,5,15,55
10007767,10007767,UMCHAPHY,1,1,15,15,20,70,13,CAH07-01-01,90,45,10,0,10,0,35
10007767,10007767,UMCHAPHY,1,1,30,30,40,65,13,CAH07-02-01,85,30,0,0,5,15,55
10007767,10007767,UMCHFY,1,1,30,30,40,65,13,CAH07-02-01,85,30,0,0,5,15,55
10007767,10007767,UMCOFY,1,1,10,10,15,75,13,CAH24-01-05,75,0,0,0,15,25,60
10007767,10007767,UMCOSH,1,0,10,10,15,75,13,CAH24-01-05,75,0,0,0,15,25,60
10007767,10007767,UMDAAMPD,1,1,10,10,15,75,13,CAH24-01-05,75,0,0,0,15,25,60
10007767,10007767,UMDAAMPD,1,1,15,15,20,75,23,CAH25-02-02,100,5,0,0,15,0,80
10007767,10007767,UMDAASOC,1,1,60,60,95,66,13,CAH15-01-02,89,14,0,5,14,5,61
10007767,10007767,UMDAASOC,1,1,10,10,15,75,13,CAH24-01-05,75,0,0,0,15,25,60
10007767,10007767,UMDAHFY,1,1,10,10,15,75,13,CAH24-01-05,75,0,0,0,15,25,60
10007767,10007767,UMIDBSCPRE-N,1,0,10,10,25,50,14,,100,0,0,0,0,0,100
10007767,10007767,UMIDBSCPREFY-N,1,0,10,10,25,50,13,CAH02-04-04,100,0,0,0,0,0,100
10007767,10007767,UMKTAMDA,1,0,15,15,25,75,13,CAH17-01-03,85,10,5,0,15,10,60
10007767,10007767,UMKTAMDA,1,0,10,10,15,75,13,CAH24-01-05,75,0,0,0,15,25,60
10007767,10007767,UMPDAPSY,1,1,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,UMPDAPSY,1,1,15,15,20,75,23,CAH25-02-02,100,5,0,0,15,0,80
10007767,10007767,UMPDFY,1,1,15,15,20,75,23,CAH25-02-02,100,5,0,0,15,0,80
10007767,10007767,UMPSFY,1,1,15,15,20,75,23,CAH25-02-02,100,5,0,0,15,0,80
10007767,10007767,UMPSSH,1,1,15,15,20,75,23,CAH25-02-02,100,5,0,0,15,0,80
10007767,10007767,UNADBSCPRE-N,1,0,60,60,105,59,14,,95,0,0,3,0,2,95
10007767,10007767,UNADBSCPREFY-N,1,0,65,65,110,60,13,CAH02-04-02,96,1,0,3,1,1,93
10007767,10007767,UNATSH,1,0,20,20,35,55,12,CAH07-04,85,10,5,5,0,5,75
10007767,10007767,UNATSHFY,1,1,20,20,35,55,12,CAH07-04,85,10,5,5,0,5,75
10007767,10007767,UNATSHM,1,1,20,20,35,55,12,CAH07-04,85,10,5,5,0,5,75
10007767,10007767,UNCHBSCPRE-N,1,0,10,10,15,65,14,,100,0,0,0,0,0,100
10007767,10007767,UNCHBSCPREFY-N,1,1,10,10,15,65,13,CAH02-04-05,100,0,0,0,0,0,100
10007767,10007767,UNEUAPSY,1,0,10,10,15,65,24,,100,20,0,0,30,0,50
10007767,10007767,UNEUFY,1,0,10,10,15,70,24,,90,20,0,10,10,0,60
10007767,10007767,UNEUSH,1,0,80,80,120,65,13,CAH02-05-03,90,27,3,5,19,2,44
10007767,10007767,UNLDBSCPRE-N,1,0,10,10,20,55,24,,100,0,0,0,0,0,100
10007767,10007767,UNLDBSCPREFY-N,1,0,10,10,20,55,23,CAH02-04-08,100,0,0,0,10,0,90
10007767,10007767,UNMEBSCPRE-N,1,0,10,10,20,60,14,,100,0,0,0,0,0,100
10007767,10007767,UNMEBSCPREFY-N,1,1,10,10,20,60,13,CAH02-04-07,100,0,0,0,0,0,100
10007767,10007767,UPAESH,1,1,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,UPAESH,1,1,20,20,25,80,13,CAH22-01-01,80,10,5,0,10,15,65
10007767,10007767,UPAESHFY,1,1,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,UPAESHFY,1,1,20,20,25,80,13,CAH22-01-01,80,10,5,0,10,15,65
10007767,10007767,UPBHFY,1,1,45,45,60,75,12,CAH02-06,100,5,0,0,10,0,85
10007767,10007767,UPBHSH,1,1,45,45,60,75,12,CAH02-06,100,5,0,0,10,0,85
10007767,10007767,UPBSFY,1,0,75,75,100,76,13,CAH02-02-03,88,11,3,7,14,3,63
10007767,10007767,UPBSSH,1,1,75,75,100,76,13,CAH02-02-03,88,11,3,7,14,3,63
10007767,10007767,UPCOFY,1,1,75,75,100,76,13,CAH02-02-03,88,11,3,7,14,3,63
10007767,10007767,UPCOSH,1,1,75,75,100,76,13,CAH02-02-03,88,11,3,7,14,3,63
10007767,10007767,UPDSSHM,1,1,45,45,60,75,12,CAH02-06,100,5,0,0,10,0,85
10007767,10007767,UPDSSHMFY,1,1,45,45,60,75,12,CAH02-06,100,5,0,0,10,0,85
10007767,10007767,UPHIAPOL,1,0,40,40,55,70,13,CAH15-03-01,90,15,0,5,10,5,60
10007767,10007767,UPHIAPOL,1,0,15,15,25,65,13,CAH20-02-01,80,30,0,10,10,5,45
10007767,10007767,UPHIAPSY,1,0,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,UPHIAPSY,1,0,15,15,25,65,13,CAH20-02-01,80,30,0,10,10,5,45
10007767,10007767,UPHIFY,1,0,15,15,25,65,13,CAH20-02-01,80,30,0,10,10,5,45
10007767,10007767,UPHISH,1,0,20,20,35,55,24,,70,25,0,25,15,5,30
10007767,10007767,UPHRMFY,1,0,75,75,100,76,13,CAH02-02-03,88,11,3,7,14,3,63
10007767,10007767,UPHRMSH,1,0,65,65,80,78,14,,89,6,0,8,17,3,65
10007767,10007767,UPHYSH,1,0,15,15,20,70,13,CAH07-01-01,90,45,10,0,10,0,35
10007767,10007767,UPHYSHSFY,1,0,15,15,20,70,13,CAH07-01-01,90,45,10,0,10,0,35
10007767,10007767,UPOLFY,1,0,40,40,55,70,13,CAH15-03-01,90,15,0,5,10,5,60
10007767,10007767,UPOLSH,1,0,10,10,15,75,14,,80,10,0,20,0,0,70
10007767,10007767,UPSYACRI,1,0,20,20,30,75,24,,85,5,0,10,10,5,75
10007767,10007767,UPSYASOC,1,0,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,UPSYASOC,1,0,60,60,95,66,13,CAH15-01-02,89,14,0,5,14,5,61
10007767,10007767,UPSYFY,1,0,10,10,15,65,14,,100,25,0,0,35,0,35
10007767,10007767,UPSYSH-2017,1,0,50,50,85,60,14,,90,20,0,0,15,10,50
10007767,10007767,UPSYSHS,1,1,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,UPTYSHM-N,1,0,30,30,45,70,14,,100,0,0,0,10,0,90
10007767,10007767,UPTYSHMHEFY-N,1,0,35,35,50,70,13,CAH02-06-05,100,5,0,0,10,0,85
10007767,10007767,UPWAFY,1,0,15,15,20,70,13,CAH07-01-01,90,45,10,0,10,0,35
10007767,10007767,UPWAFY,1,0,10,10,10,85,23,CAH07-01-02,95,35,0,0,5,5,55
10007767,10007767,UPWASH,1,0,15,15,20,70,13,CAH07-01-01,90,45,10,0,10,0,35
10007767,10007767,UPWASH,1,0,10,10,10,85,23,CAH07-01-02,95,35,0,0,5,5,55
10007767,10007767,UPWCFY,1,1,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,UPWCSH,1,0,85,85,130,64,13,CAH04-01-01,90,23,1,2,18,7,49
10007767,10007767,URDIFY,1,1,10,10,20,65,13,CAH02-05-01,90,0,0,0,35,10,60
10007767,10007767,URDISH,1,0,10,10,20,65,14,,90,0,0,0,35,10,60
10007767,10007767,UREXFY,1,0,45,45,60,75,12,CAH02-06,100,5,0,0,10,0,85
10007767,10007767,UREXSH,1,0,45,45,60,75,12,CAH02-06,100,5,0,0,10,0,85
10007767,10007767,USOCFY,1,0,60,60,95,66,13,CAH15-01-02,89,14,0,5,14,5,61
10007767,10007767,USOCSH,1,0,60,60,95,66,13,CAH15-01-02,89,14,0,5,14,5,61
10007767,10007767,USPSFY,1,1,60,60,95,66,12,CAH15-01,89,14,0,5,14,5,61
10007767,10007767,USPSFY,1,1,40,40,55,70,13,CAH15-03-01,90,15,0,5,10,5,60
10007767,10007767,USPSSH,1,1,60,60,95,66,12,CAH15-01,89,14,0,5,14,5,61
10007767,10007767,USPSSH,1,1,40,40,55,70,13,CAH15-03-01,90,15,0,5,10,5,60
10007767,10007767,USWKFY,1,1,10,10,15,75,13,CAH15-04-01,90,10,0,0,10,10,75
10007767,10007767,USWKSH,1,0,10,10,15,75,14,,90,10,0,0,10,10,75
10007768,10007768,000534,1,0,15,15,15,80,24,,100,0,0,0,0,0,100
10007768,10007768,000590,1,0,15,15,20,65,24,,90,25,0,0,0,10,70
10007768,10007768,000602,1,0,30,30,50,60,14,,85,25,0,5,25,5,40
10007768,10007768,000607,1,0,60,60,95,63,13,CAH15-02-01,88,18,0,7,18,5,53
10007768,10007768,000607,1,0,65,65,100,63,13,CAH26-01-01,92,16,0,5,14,3,62
10007768,10007768,000650,1,0,25,25,45,55,14,,95,25,0,0,30,5,45
10007768,10007768,000652,1,1,55,55,90,62,13,CAH19-01-03,93,19,1,1,22,6,52
10007768,10007768,000652,1,1,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000654,1,0,15,15,20,80,14,,85,20,5,5,0,0,65
10007768,10007768,000659,1,1,55,55,90,62,13,CAH19-01-03,93,19,1,1,22,6,52
10007768,10007768,000659,1,1,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,000663,1,0,15,15,25,65,24,,75,5,15,5,15,5,55
10007768,10007768,000665,1,0,15,15,30,55,14,,90,20,0,0,5,10,65
10007768,10007768,000666,1,0,15,15,30,60,13,CAH19-01-02,80,10,0,5,10,15,65
10007768,10007768,000666,1,0,55,55,90,62,13,CAH19-01-03,93,19,1,1,22,6,52
10007768,10007768,000674,1,1,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000678,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000678,1,0,65,65,100,63,13,CAH26-01-01,92,16,0,5,14,3,62
10007768,10007768,000679,1,0,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000679,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000680,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000680,1,0,75,75,120,63,13,CAH20-01-01,89,20,3,6,9,2,60
10007768,10007768,000684,1,0,20,20,30,65,13,CAH19-01-07,85,25,5,0,10,10,50
10007768,10007768,000684,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000686,1,0,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,000686,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000689,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000689,1,0,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,000690,1,0,60,60,100,61,13,CAH15-03-01,90,13,2,6,14,2,63
10007768,10007768,000690,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000691,1,0,50,50,85,60,13,CAH04-01-01,95,20,0,0,20,5,55
10007768,10007768,000691,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000696,1,0,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,000696,1,0,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000717,1,0,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000719,1,1,55,55,90,62,13,CAH19-01-03,93,19,1,1,22,6,52
10007768,10007768,000719,1,1,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000720,1,1,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000720,1,1,65,65,100,63,13,CAH26-01-01,92,16,0,5,14,3,62
10007768,10007768,000721,1,1,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000721,1,1,75,75,120,63,13,CAH20-01-01,89,20,3,6,9,2,60
10007768,10007768,000723,1,0,20,20,30,65,13,CAH19-01-07,85,25,5,0,10,10,50
10007768,10007768,000723,1,0,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000725,1,1,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,000725,1,1,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000728,1,1,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000729,1,0,60,60,100,61,13,CAH15-03-01,90,13,2,6,14,2,63
10007768,10007768,000729,1,0,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000732,1,1,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000732,1,1,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000736,1,0,55,55,95,60,14,,89,21,4,5,9,2,59
10007768,10007768,000743,1,0,60,60,100,61,13,CAH15-03-01,90,13,2,6,14,2,63
10007768,10007768,000743,1,0,75,75,120,63,13,CAH20-01-01,89,20,3,6,9,2,60
10007768,10007768,000748,1,0,75,75,120,63,13,CAH20-01-01,89,20,3,6,9,2,60
10007768,10007768,000748,1,0,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,000749,1,0,15,15,15,80,14,,85,15,0,15,10,0,60
10007768,10007768,000758,1,0,60,60,100,61,13,CAH15-03-01,90,13,2,6,14,2,63
10007768,10007768,000758,1,0,75,75,120,63,13,CAH20-01-01,89,20,3,6,9,2,60
10007768,10007768,000758,1,0,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,000761,1,0,65,65,90,68,23,CAH26-01-03,86,15,0,9,10,5,61
10007768,10007768,000813,1,0,15,15,25,75,24,,80,25,10,5,5,0,55
10007768,10007768,000818,1,0,20,20,30,65,13,CAH19-01-07,85,25,5,0,10,10,50
10007768,10007768,000818,1,0,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,000819,1,0,50,50,85,60,13,CAH04-01-01,95,20,0,0,20,5,55
10007768,10007768,000819,1,0,20,20,30,65,13,CAH19-01-07,85,25,5,0,10,10,50
10007768,10007768,000848,1,0,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,000848,1,0,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,000856,1,0,75,75,120,63,13,CAH20-01-01,89,20,3,6,9,2,60
10007768,10007768,000891,1,1,50,50,85,60,13,CAH04-01-01,95,20,0,0,20,5,55
10007768,10007768,000891,1,1,175,175,260,68,12,CAH17-01,94,8,2,2,9,2,77
10007768,10007768,000895,1,0,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,000902,1,0,15,15,20,75,24,,85,35,5,0,20,5,35
10007768,10007768,000907,1,0,10,10,15,75,14,,90,10,0,10,20,0,60
10007768,10007768,000915,1,0,15,15,20,65,14,,95,15,5,0,5,0,70
10007768,10007768,000921,1,0,20,20,35,55,14,,90,5,0,10,20,0,60
10007768,10007768,000926,1,1,50,50,85,60,13,CAH04-01-01,95,20,0,0,20,5,55
10007768,10007768,000933,1,0,50,50,85,60,13,CAH04-01-01,95,20,0,0,20,5,55
10007768,10007768,000933,1,0,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,000960,1,0,10,10,15,70,14,,80,0,0,10,0,10,80
10007768,10007768,000976,1,1,55,55,90,62,13,CAH19-01-03,93,19,1,1,22,6,52
10007768,10007768,000976,1,1,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000977,1,0,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000977,1,0,65,65,100,63,13,CAH26-01-01,92,16,0,5,14,3,62
10007768,10007768,000978,1,0,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000978,1,0,75,75,120,63,13,CAH20-01-01,89,20,3,6,9,2,60
10007768,10007768,000979,1,0,20,20,30,65,13,CAH19-01-07,85,25,5,0,10,10,50
10007768,10007768,000979,1,0,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000981,1,0,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,000981,1,0,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000984,1,1,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000984,1,1,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,000985,1,1,60,60,100,61,13,CAH15-03-01,90,13,2,6,14,2,63
10007768,10007768,000985,1,1,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000986,1,0,50,50,85,60,13,CAH04-01-01,95,20,0,0,20,5,55
10007768,10007768,000986,1,0,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000988,1,0,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,000988,1,0,10,10,15,75,13,CAH25-02-03,95,0,0,0,25,5,70
10007768,10007768,000989,1,0,15,15,20,70,24,,100,5,0,0,45,0,45
10007768,10007768,000994,1,0,55,55,90,62,13,CAH19-01-03,93,19,1,1,22,6,52
10007768,10007768,000994,1,0,10,10,15,75,13,CAH25-02-03,95,0,0,0,25,5,70
10007768,10007768,000995,1,1,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,001004,1,0,40,40,70,55,24,,85,10,5,10,5,5,70
10007768,10007768,001029,1,0,15,15,20,85,23,CAH10-01-08,95,10,5,0,0,0,85
10007768,10007768,001031,1,1,65,65,80,80,12,CAH10-01,89,9,2,6,3,3,77
10007768,10007768,001040,1,0,15,15,20,85,14,,90,10,0,0,0,10,75
10007768,10007768,001042,1,0,40,40,50,75,13,CAH10-01-02,90,5,0,5,0,5,85
10007768,10007768,001042,1,0,15,15,20,85,23,CAH10-01-08,95,10,5,0,0,0,85
10007768,10007768,001047,1,1,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,001047,1,1,25,25,40,60,23,CAH17-01-07,90,15,0,0,15,10,60
10007768,10007768,001047,1,1,50,50,80,60,13,CAH17-01-08,95,0,0,0,20,0,75
10007768,10007768,001052,1,0,10,10,25,50,23,CAH03-01-08,100,40,0,0,25,0,35
10007768,10007768,001058,1,0,10,10,15,75,14,,100,40,0,0,0,0,60
10007768,10007768,001085,1,0,35,35,60,60,14,,85,15,10,5,10,5,65
10007768,10007768,001090,1,0,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,001090,1,0,55,55,90,60,13,CAH11-01-01,90,12,6,2,10,2,68
10007768,10007768,001094,1,1,55,55,90,60,12,CAH11-01,90,12,6,2,10,2,68
10007768,10007768,001096,1,0,10,10,20,60,24,,80,20,0,20,0,0,65
10007768,10007768,001111,1,0,25,25,35,70,13,CAH26-01-04,85,10,5,10,15,5,65
10007768,10007768,001117,1,0,20,20,35,60,14,,85,15,0,10,15,5,55
10007768,10007768,001131,1,0,10,10,20,50,14,,100,20,0,0,10,0,70
10007768,10007768,001140,1,0,35,35,55,60,14,,80,30,5,10,10,0,45
10007768,10007768,001145,1,1,85,85,120,72,12,CAH09-01,86,22,5,6,7,4,57
10007768,10007768,001145,1,1,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,001150,1,0,10,10,15,80,24,,90,10,0,10,10,0,75
10007768,10007768,001151,1,0,15,15,15,100,14,,95,5,0,0,5,5,80
10007768,10007768,001167,1,0,45,45,80,60,14,,95,20,0,0,20,5,55
10007768,10007768,001173,1,0,75,75,95,80,13,CAH07-01-01,94,29,0,1,8,5,57
10007768,10007768,001178,1,0,60,60,120,51,14,,93,18,0,5,15,2,61
10007768,10007768,001212,1,0,15,15,20,85,23,CAH10-01-08,95,10,5,0,0,0,85
10007768,10007768,001214,1,1,65,65,80,80,12,CAH10-01,89,9,2,6,3,3,77
10007768,10007768,001217,1,0,20,20,25,70,14,,90,0,0,10,0,0,90
10007768,10007768,001219,1,0,40,40,50,75,13,CAH10-01-02,90,5,0,5,0,5,85
10007768,10007768,001219,1,0,15,15,20,85,23,CAH10-01-08,95,10,5,0,0,0,85
10007768,10007768,001244,1,0,15,15,20,65,14,,100,35,0,0,20,0,45
10007768,10007768,001245,1,0,75,75,95,80,13,CAH07-01-01,94,29,0,1,8,5,57
10007768,10007768,001249,1,0,75,75,95,80,13,CAH07-01-01,94,29,0,1,8,5,57
10007768,10007768,003714,1,0,20,20,35,65,14,,95,0,5,0,10,0,85
10007768,10007768,004885,1,0,20,20,30,60,14,,85,5,10,0,30,5,50
10007768,10007768,005032,1,0,25,25,40,60,23,CAH17-01-07,90,15,0,0,15,10,60
10007768,10007768,005033,1,0,10,10,15,60,24,,80,20,0,0,20,20,40
10007768,10007768,005199,1,0,60,60,100,61,13,CAH15-03-01,90,13,2,6,14,2,63
10007768,10007768,005217,1,0,10,10,10,100,14,,90,10,0,10,0,0,80
10007768,10007768,005255,1,0,35,35,50,70,13,CAH17-01-03,95,10,0,5,5,0,85
10007768,10007768,005257,1,1,15,15,30,60,13,CAH19-01-02,80,10,0,5,10,15,65
10007768,10007768,005257,1,1,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,005376,1,0,20,20,20,100,14,,85,0,5,5,5,5,80
10007768,10007768,005377,1,0,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,005380,1,1,85,85,120,72,12,CAH09-01,86,22,5,6,7,4,57
10007768,10007768,005380,1,1,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,005381,1,1,85,85,120,72,12,CAH09-01,86,22,5,6,7,4,57
10007768,10007768,005381,1,1,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,005458,1,0,30,30,55,60,13,CAH15-01-02,85,5,5,5,20,5,60
10007768,10007768,005468,1,1,15,15,30,60,13,CAH19-01-02,80,10,0,5,10,15,65
10007768,10007768,005478,1,0,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,005847,1,0,10,10,20,65,14,,90,60,0,0,0,10,35
10007768,10007768,005920,1,0,75,75,95,80,13,CAH07-01-01,94,29,0,1,8,5,57
10007768,10007768,005920,1,0,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,005965,1,1,55,55,90,60,13,CAH11-01-01,90,12,6,2,10,2,68
10007768,10007768,005965,1,1,10,10,15,70,23,CAH19-04-01,90,20,0,0,10,10,60
10007768,10007768,005966,1,1,55,55,90,60,13,CAH11-01-01,90,12,6,2,10,2,68
10007768,10007768,005966,1,1,20,20,30,75,12,CAH19-04,90,20,5,0,10,5,60
10007768,10007768,005968,1,1,55,55,90,60,13,CAH11-01-01,90,12,6,2,10,2,68
10007768,10007768,005968,1,1,10,10,15,65,23,CAH19-04-04,90,10,0,0,10,10,70
10007768,10007768,005972,1,1,80,80,110,70,13,CAH09-01-01,88,22,4,6,8,2,58
10007768,10007768,005972,1,1,25,25,40,60,23,CAH17-01-07,90,15,0,0,15,10,60
10007768,10007768,006130,1,0,55,55,90,62,13,CAH19-01-03,93,19,1,1,22,6,52
10007768,10007768,006130,1,0,15,15,20,60,23,CAH19-01-05,85,15,5,0,15,5,60
10007768,10007768,006275,1,0,15,15,25,65,14,,90,30,0,5,5,5,50
10007768,10007768,006282,1,0,10,10,15,80,24,,90,10,0,10,10,0,75
10007768,10007768,007210,1,0,10,10,20,50,24,,100,10,0,0,10,0,80
10007768,10007768,007386,1,1,175,175,260,68,12,CAH17-01,94,8,2,2,9,2,77
10007768,10007768,007386,1,1,50,50,80,60,13,CAH17-01-08,95,0,0,0,20,0,75
10007768,10007768,007464,1,1,30,30,55,60,13,CAH15-01-02,85,5,5,5,20,5,60
10007768,10007768,007464,1,1,20,20,30,65,13,CAH24-01-05,100,15,0,0,10,0,75
10007768,10007768,007466,1,1,15,15,20,75,13,CAH20-02-01,90,30,5,0,25,5,35
10007768,10007768,007466,1,1,20,20,30,65,13,CAH24-01-05,100,15,0,0,10,0,75
10007768,10007768,007960,1,1,15,15,30,60,13,CAH19-01-02,80,10,0,5,10,15,65
10007768,10007768,007962,1,1,55,55,90,62,13,CAH19-01-03,93,19,1,1,22,6,52
10007768,10007768,007962,1,1,15,15,20,60,23,CAH19-01-05,85,15,5,0,15,5,60
10007768,10007768,008790,1,0,15,15,20,70,24,,75,10,10,15,10,0,60
10007768,10007768,008919,1,1,30,30,40,70,13,CAH03-01-02,100,30,0,0,0,0,70
10007768,10007768,008919,1,1,50,50,85,60,13,CAH04-01-01,95,20,0,0,20,5,55
