PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPUNAVAILREASON,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,EMPAGG,EMPSBJ,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
10006427,10006427,FANIFBAH,1,0,25,25,30,75,14,,85,0,5,5,15,10,65
10006427,10006427,FCC0FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FCC4FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FCC5FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FCCAFBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FCF0FBMH,1,1,50,50,75,65,12,CAH25-02,85,0,5,0,10,10,75
10006427,10006427,FCF4FBMH,1,1,50,50,75,65,12,CAH25-02,85,0,5,0,10,10,75
10006427,10006427,FCF5FBMH,1,1,50,50,75,65,12,CAH25-02,85,0,5,0,10,10,75
10006427,10006427,FCFSFBMH,1,1,50,50,75,65,12,CAH25-02,85,0,5,0,10,10,75
10006427,10006427,FCG0FBAH,1,1,15,15,20,65,13,CAH25-01-05,85,0,0,0,0,15,85
10006427,10006427,FCG4FBAH,1,1,15,15,20,65,13,CAH25-01-05,85,0,0,0,0,15,85
10006427,10006427,FCG5FBAH,1,1,15,15,20,65,13,CAH25-01-05,85,0,0,0,0,15,85
10006427,10006427,FCGLFBAH,1,1,15,15,20,65,13,CAH25-01-05,85,0,0,0,0,15,85
10006427,10006427,FCO0FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FCO4FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FCO5FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FCOMFBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FCS0FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FCS4FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FCS5FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FCSCFBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FDL0FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FDL4FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FDL5FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FDLAFBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FDT0FBAH,1,1,50,50,75,65,13,CAH25-02-03,85,0,5,0,10,10,75
10006427,10006427,FDT4FBAH,1,1,50,50,75,65,13,CAH25-02-03,85,0,5,0,10,10,75
10006427,10006427,FDT5FBAH,1,1,50,50,75,65,13,CAH25-02-03,85,0,5,0,10,10,75
10006427,10006427,FDTSFBAH,1,1,50,50,75,65,13,CAH25-02-03,85,0,5,0,10,10,75
10006427,10006427,FFA0FBAH,1,1,55,55,85,62,13,CAH25-01-02,83,4,4,9,9,4,70
10006427,10006427,FFA4FBAH,1,1,55,55,85,62,13,CAH25-01-02,83,4,4,9,9,4,70
10006427,10006427,FFA5FBAH,1,1,55,55,85,62,13,CAH25-01-02,83,4,4,9,9,4,70
10006427,10006427,FFARFBAH,1,0,15,15,25,60,14,,75,0,5,5,0,15,75
10006427,10006427,FFI0FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FFI5FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FFIPFBAH,1,0,50,50,80,60,14,,95,0,0,5,5,0,90
10006427,10006427,FFP4FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FFS0FBAH,1,1,50,50,90,55,22,CAH24-01,90,0,0,10,10,0,75
10006427,10006427,FFS4FBAH,1,1,50,50,90,55,22,CAH24-01,90,0,0,10,10,0,75
10006427,10006427,FFS5FBAH,1,1,50,50,90,55,22,CAH24-01,90,0,0,10,10,0,75
10006427,10006427,FFSSFBAH,1,1,50,50,90,55,22,CAH24-01,90,0,0,10,10,0,75
10006427,10006427,FGA0FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGA4FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGA5FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGARFBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGD0FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FGD4FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FGD5FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FGDVFBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FGG0FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGG4FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGG5FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGM0FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGM4FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGM5FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGMAFBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGMDFBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FGR0FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FGR4FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FGR5FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FGRDFBAH,1,0,20,20,30,70,14,,90,0,5,5,10,0,80
10006427,10006427,FIL0FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FIL5FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FILLFBAH,1,0,25,25,35,70,14,,95,0,0,5,0,0,95
10006427,10006427,FJL0FBAH,1,1,45,45,80,60,23,CAH24-01-04,85,0,0,15,15,0,75
10006427,10006427,FJL4FBAH,1,1,45,45,80,60,23,CAH24-01-04,85,0,0,15,15,0,75
10006427,10006427,FJL5FBAH,1,1,45,45,80,60,23,CAH24-01-04,85,0,0,15,15,0,75
10006427,10006427,FJLCFBAH,1,1,45,45,80,60,23,CAH24-01-04,85,0,0,15,15,0,75
10006427,10006427,FJS0FBAH,1,1,15,15,20,65,13,CAH25-01-05,85,0,0,0,0,15,85
10006427,10006427,FJS4FBAH,1,1,15,15,20,65,13,CAH25-01-05,85,0,0,0,0,15,85
10006427,10006427,FJS5FBAH,1,1,15,15,20,65,13,CAH25-01-05,85,0,0,0,0,15,85
10006427,10006427,FJSVFBAH,1,1,15,15,20,65,13,CAH25-01-05,85,0,0,0,0,15,85
10006427,10006427,FLL4FBAH,1,1,265,265,420,63,13,CAH25-01-03,88,3,4,5,7,3,77
10006427,10006427,FMS0FBAH,1,1,50,50,75,65,12,CAH25-02,85,0,5,0,10,10,75
10006427,10006427,FMS4FBAH,1,1,50,50,75,65,12,CAH25-02,85,0,5,0,10,10,75
10006427,10006427,FMS5FBAH,1,1,50,50,75,65,12,CAH25-02,85,0,5,0,10,10,75
10006427,10006427,FMSPFBAH,1,1,50,50,75,65,12,CAH25-02,85,0,5,0,10,10,75
10006427,10006427,FPD0FBAH,1,1,45,45,80,60,23,CAH24-01-04,85,0,0,15,15,0,75
10006427,10006427,FPD5FBAH,1,1,45,45,80,60,23,CAH24-01-04,85,0,0,15,15,0,75
10006427,10006427,FPDJFBAH,1,1,45,45,80,60,23,CAH24-01-04,85,0,0,15,15,0,75
10006427,10006427,FPG4FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FPH0FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FPH5FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FPHOFBAH,1,0,20,20,30,65,14,,80,5,5,5,5,10,70
10006427,10006427,FPJ4FBAH,1,1,45,45,80,60,23,CAH24-01-04,85,0,0,15,15,0,75
10006427,10006427,FTV0FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FTV4FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FTV5FBAH,1,1,160,160,250,64,13,CAH25-01-04,86,1,4,4,8,5,78
10006427,10006427,FTVPFBAH,1,0,25,25,35,70,24,,90,0,0,5,5,5,85
10006427,10006427,FUE0FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FUE4FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FUE5FBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FUEDFBSH,1,1,,,,,,,,,,,,,
10006427,10006427,FVA0FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FVA4FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FVA5FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FVARFBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FVI0FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FVI4FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FVI5FBAH,1,1,,,,,,,,,,,,,
10006427,10006427,FVIEFBAH,1,1,,,,,,,,,,,,,
10006442,10006442,HFNDTEF,1,0,10,10,15,65,24,,70,10,10,10,0,10,60
10006442,10006442,HFNECEP,2,0,,,,,,,,,,,,,
10006442,10006442,HFNMAEP,2,0,,,,,,,,,,,,,
10006442,10007139,FDFBMCKID,1,0,,,,,,,,,,,,,
10006442,10007139,FDSCDENTBMT,1,0,10,10,15,65,24,,70,10,10,10,0,10,60
10006494,10006494,MHF009,2,1,10,10,20,50,12,CAH22-01,80,0,10,0,10,10,75
10006494,10006494,MHF017,2,1,10,10,20,50,12,CAH22-01,80,0,10,0,10,10,75
10006549,10006549,BUS-L4-1-NC,2,1,,,,,,,,,,,,,
10006549,10006549,BUS-L5-1-ND,1,1,,,,,,,,,,,,,
10006549,10006549,CPT-L4-1-NC,2,1,,,,,,,,,,,,,
10006549,10006549,CPT-L5-1-ND,2,1,,,,,,,,,,,,,
10006549,10006549,EGG-L4-1-NC,2,1,,,,,,,,,,,,,
10006549,10006549,EGG-L5-1-ND,2,1,,,,,,,,,,,,,
10006566,10006566,ACFIFD001E,1,0,40,40,65,55,13,CAH17-01-08,90,10,5,5,15,5,65
10006566,10006566,ACFISA001E,1,0,40,40,65,55,13,CAH17-01-08,90,10,5,5,15,5,65
10006566,10006566,ACTPER001E,1,1,30,30,45,65,13,CAH25-02-03,85,0,10,0,0,5,85
10006566,10006566,ACTPER003E,1,1,30,30,45,65,13,CAH25-02-03,85,0,10,0,0,5,85
10006566,10006566,ADPRFD001E,1,1,210,210,365,57,12,CAH17-01,79,4,8,4,9,9,66
10006566,10006566,ADPRFD001E,1,1,15,15,20,70,12,CAH24-01,95,0,0,0,5,5,90
10006566,10006566,ADVEPR001E,1,0,210,210,365,57,12,CAH17-01,79,4,8,4,9,9,66
10006566,10006566,ADVEPR001E,1,0,15,15,20,70,12,CAH24-01,95,0,0,0,5,5,90
10006566,10006566,AIRTFD001E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,AIRTMA001E,1,1,10,10,15,70,12,CAH13-01,75,10,10,0,0,15,65
10006566,10006566,AIRTMA001E,2,1,,,,,,,,,,,,,
10006566,10006566,APPACT001E,1,1,30,30,45,65,13,CAH25-02-03,85,0,10,0,0,5,85
10006566,10006566,APPACT003E,1,1,30,30,45,65,13,CAH25-02-03,85,0,10,0,0,5,85
10006566,10006566,ARCDET001E,1,0,15,15,20,80,23,CAH13-01-01,75,15,15,0,5,15,55
10006566,10006566,ARCDET001E,2,0,,,,,,,,,,,,,
10006566,10006566,ARCHFD003E,1,0,15,15,20,80,23,CAH13-01-01,75,15,15,0,5,15,55
10006566,10006566,ATMATP001E,1,1,25,25,45,60,12,CAH10-01,90,10,10,5,10,0,70
10006566,10006566,ATMFAT001E,1,1,25,25,45,60,12,CAH10-01,90,10,10,5,10,0,70
10006566,10006566,ATMPLA001E,1,1,10,10,15,70,12,CAH13-01,75,10,10,0,0,15,65
10006566,10006566,ATMPPL001E,1,1,25,25,45,60,12,CAH10-01,90,10,10,5,10,0,70
10006566,10006566,BAACFI001E,1,0,30,30,45,65,14,,85,5,5,5,15,5,65
10006566,10006566,BAMUTS001E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,BAMUTS003E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,BAPHOT001E,1,0,10,10,20,60,24,,90,0,0,10,0,0,90
10006566,10006566,BAPHOT001E,2,1,,,,,,,,,,,,,
10006566,10006566,BASOMU001E,1,1,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,BASOMU001E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,BASOMU003E,1,1,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,BASOMU003E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,BAVEFF001E,1,0,20,20,40,55,13,CAH25-01-04,85,0,5,5,0,5,85
10006566,10006566,BAVEFF003E,1,1,20,20,40,55,13,CAH25-01-04,85,0,5,5,0,5,85
10006566,10006566,BECEEN001E,1,0,20,20,30,65,14,,90,10,5,5,5,0,75
10006566,10006566,BECEEN001E,2,0,,,,,,,,,,,,,
10006566,10006566,BECEFD001E,1,0,10,10,15,65,24,,70,0,0,20,20,10,50
10006566,10006566,BECIEN001E,1,1,20,20,35,60,13,CAH10-01-07,90,10,5,5,10,0,75
10006566,10006566,BECIEP001E,1,1,20,20,35,60,13,CAH10-01-07,90,10,5,5,10,0,75
10006566,10006566,BICHFP001E,1,1,,,,,,,,,,,,,
10006566,10006566,BICHPL001E,1,1,,,,,,,,,,,,,
10006566,10006566,BIINFP001E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,BIINPL001E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,BIOCHE001E,1,1,,,,,,,,,,,,,
10006566,10006566,BIOCHE001E,2,1,,,,,,,,,,,,,
10006566,10006566,BIOCHE003E,1,1,,,,,,,,,,,,,
10006566,10006566,BIOLOG001E,1,1,,,,,,,,,,,,,
10006566,10006566,BIOLOG001E,2,1,,,,,,,,,,,,,
10006566,10006566,BIOLOG003E,1,1,,,,,,,,,,,,,
10006566,10006566,BIOMED001E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,BIOMED001E,2,1,,,,,,,,,,,,,
10006566,10006566,BIOMED003E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,BIOPLA001E,1,1,,,,,,,,,,,,,
10006566,10006566,BIOPLA003E,1,1,,,,,,,,,,,,,
10006566,10006566,BIOSCE001E,1,1,,,,,,,,,,,,,
10006566,10006566,BIOSCE001E,2,1,,,,,,,,,,,,,
10006566,10006566,BIOSCE003E,1,1,,,,,,,,,,,,,
10006566,10006566,BIOSCI001E,1,1,260,260,375,70,11,CAH02,96,1,0,1,7,3,88
10006566,10006566,BIOSCI001E,2,1,,,,,,,,,,,,,
10006566,10006566,BIOSCI003E,1,1,260,260,375,70,11,CAH02,96,1,0,1,7,3,88
10006566,10006566,BIOSCI004E,1,1,260,260,375,70,11,CAH02,96,1,0,1,7,3,88
10006566,10006566,BIOSCI005E,1,1,260,260,375,70,11,CAH02,96,1,0,1,7,3,88
10006566,10006566,BISCFP001E,1,1,,,,,,,,,,,,,
10006566,10006566,BISCPL001E,1,1,,,,,,,,,,,,,
10006566,10006566,BMIDWF001W,1,1,60,60,85,70,13,CAH02-04-04,97,2,0,0,2,3,93
10006566,10006566,BMIDWF001Z,1,1,60,60,85,70,13,CAH02-04-04,97,2,0,0,2,3,93
10006566,10006566,BMUSCO001E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,BMUSCO003E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,BNUNAN001W,1,1,110,110,165,67,13,CAH02-04-02,94,1,0,3,12,4,81
10006566,10006566,BNUNAN001Z,1,1,110,110,165,67,13,CAH02-04-02,94,1,0,3,12,4,81
10006566,10006566,BNUNCN001W,1,1,20,20,25,70,13,CAH02-04-05,95,0,0,0,5,5,90
10006566,10006566,BNUNCN001Z,1,1,20,20,25,70,13,CAH02-04-05,95,0,0,0,5,5,90
10006566,10006566,BNUNLD001W,1,1,20,20,20,80,13,CAH02-04-08,100,0,0,0,0,0,100
10006566,10006566,BNUNMH001W,1,1,40,40,55,70,13,CAH02-04-07,95,0,0,0,10,5,90
10006566,10006566,BNUNMH001Z,1,1,40,40,55,70,13,CAH02-04-07,95,0,0,0,10,5,90
10006566,10006566,BROCDJ001E,1,0,15,15,20,70,12,CAH24-01,95,0,0,0,5,5,90
10006566,10006566,BROCDJ003E,1,0,15,15,20,70,12,CAH24-01,95,0,0,0,5,5,90
10006566,10006566,BSCCCF001E,1,0,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,BSCCCO001E,1,0,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,BSCCOM001E,1,1,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,BSFDSC004E,1,1,,,,,,,,,,,,,
10006566,10006566,BSOCWK001W,1,1,15,15,30,55,23,CAH15-04-01,80,0,0,15,5,5,75
10006566,10006566,BUDGSU001E,1,0,10,10,15,70,12,CAH13-01,75,10,10,0,0,15,65
10006566,10006566,BUDGSU001E,2,1,,,,,,,,,,,,,
10006566,10006566,BUSECO001E,1,0,55,55,90,61,11,CAH15,80,6,8,7,11,5,62
10006566,10006566,BUSECO003E,1,1,55,55,90,61,11,CAH15,80,6,8,7,11,5,62
10006566,10006566,BUSEFD001E,1,0,55,55,95,61,13,CAH17-01-02,77,4,13,2,10,8,62
10006566,10006566,BUSENT001E,1,0,55,55,95,61,13,CAH17-01-02,77,4,13,2,10,8,62
10006566,10006566,BUSSMK001E,1,1,55,55,95,61,13,CAH17-01-02,77,4,13,2,10,8,62
10006566,10006566,BUSSMK003E,1,1,55,55,95,61,13,CAH17-01-02,77,4,13,2,10,8,62
10006566,10006566,BUSSTU001E,1,0,10,10,20,50,14,,80,0,10,0,20,10,60
10006566,10006566,BUSTFD001E,1,0,55,55,95,61,13,CAH17-01-02,77,4,13,2,10,8,62
10006566,10006566,BUSTIN001E,1,0,55,55,95,61,13,CAH17-01-02,77,4,13,2,10,8,62
10006566,10006566,BUSUFN001E,1,0,10,10,15,70,12,CAH13-01,75,10,10,0,0,15,65
10006566,10006566,CAMBSN001E,1,0,15,15,25,50,14,,90,0,0,0,30,10,60
10006566,10006566,CAMBSP001E,1,0,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,CAMSPC003E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,CISFND004E,1,1,,,,,,,,,,,,,
10006566,10006566,COGTEC001E,1,1,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,COGTEC003E,1,1,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,COMINS004E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,COMSCF001E,1,0,15,15,20,60,13,CAH11-01-01,70,0,10,10,25,15,45
10006566,10006566,COMSCI001E,1,0,10,10,15,65,14,,70,0,0,10,10,20,60
10006566,10006566,COMSCI001E,2,1,,,,,,,,,,,,,
10006566,10006566,CONMED001E,1,1,20,20,40,55,13,CAH25-01-04,85,0,5,5,0,5,85
10006566,10006566,CONMED003E,1,1,20,20,40,55,13,CAH25-01-04,85,0,5,5,0,5,85
10006566,10006566,CONPRM001E,1,0,10,10,15,70,12,CAH13-01,75,10,10,0,0,15,65
10006566,10006566,CONPRM001E,2,0,,,,,,,,,,,,,
10006566,10006566,CPMAFD001E,1,0,10,10,15,70,12,CAH13-01,75,10,10,0,0,15,65
10006566,10006566,CPMFDS004E,1,1,,,,,,,,,,,,,
10006566,10006566,CRIMIN001W,1,1,30,30,50,55,13,CAH15-01-02,80,5,10,5,5,5,70
10006566,10006566,CRIMIN001W,1,1,35,35,60,60,13,CAH16-01-01,75,15,10,10,5,5,55
10006566,10006566,CRIMIN001W,2,1,,,,,,,,,,,,,
10006566,10006566,CRMFDN001W,1,1,30,30,50,55,13,CAH15-01-02,80,5,10,5,5,5,70
10006566,10006566,CRMFDN001W,1,1,35,35,60,60,13,CAH16-01-01,75,15,10,10,5,5,55
10006566,10006566,CSIINP001E,1,1,15,15,20,60,13,CAH11-01-01,70,0,10,10,25,15,45
10006566,10006566,CYBSAT004E,1,1,10,10,15,65,13,CAH11-01-04,70,0,30,0,0,0,70
10006566,10006566,CYBSEC001E,1,0,10,10,15,65,14,,70,0,30,0,0,0,70
10006566,10006566,CYSEFD001E,1,1,10,10,15,65,13,CAH11-01-04,70,0,30,0,0,0,70
10006566,10006566,EAREDU001W,1,0,,,,,,,,,,,,,
10006566,10006566,EAREDU001W,2,1,,,,,,,,,,,,,
10006566,10006566,EAREDU003W,1,1,,,,,,,,,,,,,
10006566,10006566,EDUSTU001W,1,0,,,,,,,,,,,,,
10006566,10006566,EDUSTU001W,2,1,,,,,,,,,,,,,
10006566,10006566,EDUSTU003W,1,0,,,,,,,,,,,,,
10006566,10006566,ELEEFD001E,1,0,15,15,25,55,23,CAH10-01-08,90,10,10,0,15,0,70
10006566,10006566,ELEELE001E,1,0,15,15,25,55,23,CAH10-01-08,90,10,10,0,15,0,70
10006566,10006566,ELMUPR001E,1,0,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,ELMUPR001E,2,1,,,,,,,,,,,,,
10006566,10006566,ELMUPR003E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,ENCOMM001E,1,1,50,50,85,60,23,CAH24-01-05,85,0,5,10,10,0,75
10006566,10006566,ENCOMM001E,2,1,,,,,,,,,,,,,
10006566,10006566,ENCRWR001E,1,1,,,,,,,,,,,,,
10006566,10006566,ENCRWR001E,2,1,,,,,,,,,,,,,
10006566,10006566,ENCWFD001E,1,1,,,,,,,,,,,,,
10006566,10006566,ENFIFD001E,1,1,20,20,40,55,13,CAH25-01-04,85,0,5,5,0,5,85
10006566,10006566,ENFILM001E,1,1,20,20,40,55,13,CAH25-01-04,85,0,5,5,0,5,85
10006566,10006566,ENMCFD001E,1,1,50,50,85,60,23,CAH24-01-05,85,0,5,10,10,0,75
10006566,10006566,EVEMAN001E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,EVEMAN001E,2,1,10,10,15,65,12,CAH17-01,100,10,0,0,20,0,70
10006566,10006566,EVEMAN003E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,FASTEX001E,1,0,15,15,25,50,24,,75,10,10,10,0,10,70
10006566,10006566,FATTFD001E,1,0,70,70,145,50,22,CAH25-01,83,1,6,6,0,6,81
10006566,10006566,FDAAAM001E,1,1,10,10,15,70,13,CAH17-01-06,65,0,0,25,0,10,65
10006566,10006566,FDAAAM001E,2,1,,,,,,,,,,,,,
10006566,10006566,FDAATM001E,1,1,,,,,,,,,,,,,
10006566,10006566,FDAATM001E,2,1,,,,,,,,,,,,,
10006566,10006566,FDAEVM001E,1,1,10,10,15,70,13,CAH17-01-06,65,0,0,25,0,10,65
10006566,10006566,FDAEVM001E,2,1,,,,,,,,,,,,,
10006566,10006566,FDAHOM001E,1,1,10,10,15,70,13,CAH17-01-06,65,0,0,25,0,10,65
10006566,10006566,FDAHOM001E,2,1,,,,,,,,,,,,,
10006566,10006566,FDATTM001E,1,1,10,10,15,70,13,CAH17-01-06,65,0,0,25,0,10,65
10006566,10006566,FDATTM001E,2,1,,,,,,,,,,,,,
10006566,10006566,FDSCAD004E,1,1,,,,,,,,,,,,,
10006566,10006566,FDSCCA001E,1,1,10,10,15,70,13,CAH17-01-06,65,0,0,25,0,10,65
10006566,10006566,FDSCCA001E,2,1,,,,,,,,,,,,,
10006566,10006566,FECEEN004E,1,1,,,,,,,,,,,,,
10006566,10006566,FFCMGT001E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,FFCMGT001E,2,1,10,10,15,65,12,CAH17-01,100,10,0,0,20,0,70
10006566,10006566,FFCMGT003E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,FFCPLA001E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,FINMAN001E,1,1,210,210,365,57,12,CAH17-01,79,4,8,4,9,9,66
10006566,10006566,FINMAN003E,1,1,210,210,365,57,12,CAH17-01,79,4,8,4,9,9,66
10006566,10006566,FORPSY001W,1,1,40,40,70,55,12,CAH04-01,85,5,0,0,10,10,65
10006566,10006566,FORPSY001W,2,1,,,,,,,,,,,,,
10006566,10006566,FORSCI001W,1,0,15,15,25,65,14,,65,15,15,15,0,5,55
10006566,10006566,FORSCI001W,2,1,,,,,,,,,,,,,
10006566,10006566,FORSCI005W,1,0,15,15,30,60,24,,80,5,5,5,0,5,75
10006566,10006566,GADEAN001E,1,1,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,GADEAN003E,1,1,35,35,65,55,12,CAH11-01,70,0,15,5,15,10,50
10006566,10006566,GEBIFP001E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,GEBIPL001E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,GENBIO001E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,GENBIO001E,2,1,,,,,,,,,,,,,
10006566,10006566,GENBIO003E,1,1,15,15,25,55,23,CAH11-01-03,95,0,5,0,15,0,80
10006566,10006566,GRAVCI001E,1,0,70,70,145,50,22,CAH25-01,83,1,6,6,0,6,81
10006566,10006566,GRAVCI001E,2,0,,,,,,,,,,,,,
10006566,10006566,GRDEFD001E,1,0,70,70,145,50,22,CAH25-01,83,1,6,6,0,6,81
10006566,10006566,HEAASP001W,1,1,,,,,,,,,,,,,
10006566,10006566,HEAASP001Z,1,1,,,,,,,,,,,,,
10006566,10006566,HIPHOP001E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,HIPHOP001E,2,1,,,,,,,,,,,,,
10006566,10006566,HIPHOP003E,1,1,95,95,155,60,13,CAH25-02-02,96,6,2,0,13,2,76
10006566,10006566,HOSENT001E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,HOSENT003E,1,1,95,95,170,57,13,CAH17-01-06,78,2,7,5,8,9,68
10006566,10006566,HUBIFP001E,1,1,,,,,,,,,,,,,
10006566,10006566,HUBIPL001E,1,1,,,,,,,,,,,,,
10006566,10006566,HUGEFP001E,1,1,,,,,,,,,,,,,
10006566,10006566,HUGEPL001E,1,1,,,,,,,,,,,,,
10006566,10006566,HUMARM001E,1,1,210,210,365,57,12,CAH17-01,79,4,8,4,9,9,66
