,PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
2503,10001143,10001143,PMDDGBT2TM2_P,1,25.0,25.0,50.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
2504,10001143,10001143,PMDDGBT4,1,85.0,85.0,165.0,52.0,93.0,2.0,5.0,0.0,9.0,2.0,82.0
2505,10001143,10001143,PMDDGBT4,1,20.0,20.0,40.0,55.0,85.0,0.0,10.0,0.0,5.0,5.0,75.0
2506,10001143,10001143,PMDDGBT4,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2507,10001143,10001143,PMDDGBT4_P,1,85.0,85.0,165.0,52.0,93.0,2.0,5.0,0.0,9.0,2.0,82.0
2508,10001143,10001143,PMDDGBT4_P,1,20.0,20.0,40.0,55.0,85.0,0.0,10.0,0.0,5.0,5.0,75.0
2510,10001143,10001143,PMDDGCC4,1,45.0,45.0,65.0,65.0,85.0,10.0,5.0,0.0,10.0,10.0,60.0
2512,10001143,10001143,PMDDGCC4_I,1,45.0,45.0,65.0,65.0,85.0,10.0,5.0,0.0,10.0,10.0,60.0
2514,10001143,10001143,PMDDGCH4,2,10.0,10.0,15.0,80.0,85.0,0.0,10.0,0.0,5.0,5.0,80.0
2515,10001143,10001143,PMDDGCL4,1,35.0,35.0,55.0,65.0,95.0,0.0,0.0,0.0,0.0,5.0,95.0
2520,10001143,10001143,PMDDGCO4,1,25.0,25.0,45.0,55.0,90.0,15.0,5.0,0.0,0.0,5.0,75.0
2522,10001143,10001143,PMDDGCO4_I,1,25.0,25.0,45.0,55.0,90.0,15.0,5.0,0.0,0.0,5.0,75.0
2523,10001143,10001143,PMDDGCR4,1,25.0,25.0,45.0,55.0,90.0,15.0,5.0,0.0,0.0,5.0,75.0
2524,10001143,10001143,PMDDGCR4,1,45.0,45.0,65.0,65.0,85.0,10.0,5.0,0.0,10.0,10.0,60.0
2525,10001143,10001143,PMDDGCR4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2526,10001143,10001143,PMDDGCR4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2527,10001143,10001143,PMDDGCR4_I,1,25.0,25.0,45.0,55.0,90.0,15.0,5.0,0.0,0.0,5.0,75.0
2528,10001143,10001143,PMDDGCR4_I,1,45.0,45.0,65.0,65.0,85.0,10.0,5.0,0.0,10.0,10.0,60.0
2529,10001143,10001143,PMDDGCR4_I,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2530,10001143,10001143,PMDDGCT4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2531,10001143,10001143,PMDDGCT4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2532,10001143,10001143,PMDDGCW2EK2,1,15.0,15.0,20.0,75.0,80.0,0.0,0.0,10.0,0.0,10.0,80.0
2533,10001143,10001143,PMDDGCW2EK2,1,10.0,10.0,20.0,60.0,70.0,5.0,10.0,5.0,10.0,15.0,55.0
2535,10001143,10001143,PMDDGCW2LT2,1,10.0,10.0,20.0,65.0,85.0,5.0,5.0,10.0,10.0,5.0,70.0
2536,10001143,10001143,PMDDGCW2LT2,1,10.0,10.0,20.0,60.0,70.0,5.0,10.0,5.0,10.0,15.0,55.0
2538,10001143,10001143,PMDDGCW2MC2,1,10.0,10.0,20.0,60.0,70.0,5.0,10.0,5.0,10.0,15.0,55.0
2539,10001143,10001143,PMDDGCW2MC2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2541,10001143,10001143,PMDDGCW2MR2,1,25.0,25.0,45.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
2542,10001143,10001143,PMDDGCW2MR2,1,10.0,10.0,20.0,60.0,70.0,5.0,10.0,5.0,10.0,15.0,55.0
2543,10001143,10001143,PMDDGCW2MR2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2544,10001143,10001143,PMDDGCW2PM2,1,25.0,25.0,45.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
2545,10001143,10001143,PMDDGCW2PM2,1,10.0,10.0,20.0,60.0,70.0,5.0,10.0,5.0,10.0,15.0,55.0
2546,10001143,10001143,PMDDGCW2PM2,1,55.0,55.0,90.0,62.0,89.0,4.0,6.0,3.0,10.0,2.0,76.0
2547,10001143,10001143,PMDDGCW2PM2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2548,10001143,10001143,PMDDGCW2TM2,1,25.0,25.0,50.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
2549,10001143,10001143,PMDDGCW2TM2,1,10.0,10.0,20.0,60.0,70.0,5.0,10.0,5.0,10.0,15.0,55.0
2550,10001143,10001143,PMDDGCW2TM2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2553,10001143,10001143,PMDDGDA2FV2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2554,10001143,10001143,PMDDGDA2FV2,1,20.0,20.0,35.0,55.0,95.0,5.0,0.0,5.0,15.0,0.0,75.0
2555,10001143,10001143,PMDDGDA2FV2,1,15.0,15.0,25.0,55.0,75.0,10.0,0.0,15.0,20.0,10.0,45.0
2556,10001143,10001143,PMDDGDA2SG2,1,35.0,35.0,60.0,60.0,85.0,5.0,10.0,0.0,20.0,5.0,60.0
2557,10001143,10001143,PMDDGDA2SG2,1,15.0,15.0,25.0,55.0,75.0,10.0,0.0,15.0,20.0,10.0,45.0
2558,10001143,10001143,PMDDGDA2SP2,1,50.0,50.0,95.0,55.0,95.0,10.0,0.0,0.0,15.0,0.0,70.0
2559,10001143,10001143,PMDDGDA2SP2,1,15.0,15.0,25.0,55.0,75.0,10.0,0.0,15.0,20.0,10.0,45.0
2560,10001143,10001143,PMDDGDA2SY2,1,60.0,60.0,105.0,59.0,89.0,7.0,3.0,6.0,11.0,2.0,71.0
2561,10001143,10001143,PMDDGDA2SY2,1,15.0,15.0,25.0,55.0,75.0,10.0,0.0,15.0,20.0,10.0,45.0
2562,10001143,10001143,PMDDGDE4,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2563,10001143,10001143,PMDDGDE4,1,15.0,15.0,25.0,55.0,75.0,10.0,0.0,15.0,20.0,10.0,45.0
2564,10001143,10001143,PMDDGDG2EC2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2565,10001143,10001143,PMDDGDG2EC2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2566,10001143,10001143,PMDDGDG2EC2,2,20.0,20.0,40.0,55.0,85.0,10.0,0.0,5.0,10.0,10.0,65.0
2567,10001143,10001143,PMDDGDG2EK2,1,15.0,15.0,20.0,75.0,80.0,0.0,0.0,10.0,0.0,10.0,80.0
2568,10001143,10001143,PMDDGDG2EK2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2570,10001143,10001143,PMDDGDG2EP2,1,25.0,25.0,50.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
2571,10001143,10001143,PMDDGDG2EP2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2572,10001143,10001143,PMDDGDG2EP2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2573,10001143,10001143,PMDDGDG2MC2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2575,10001143,10001143,PMDDGDG2MR2,1,25.0,25.0,45.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
2576,10001143,10001143,PMDDGDG2MR2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2577,10001143,10001143,PMDDGDG2MR2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2578,10001143,10001143,PMDDGDG2MR2_P,1,25.0,25.0,45.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
2579,10001143,10001143,PMDDGDG2MR2_P,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2580,10001143,10001143,PMDDGDG2PL2,1,20.0,20.0,25.0,70.0,90.0,20.0,0.0,5.0,15.0,10.0,55.0
2581,10001143,10001143,PMDDGDG2PL2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2583,10001143,10001143,PMDDGDG2PM2,1,25.0,25.0,45.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
2584,10001143,10001143,PMDDGDG2PM2,1,55.0,55.0,90.0,62.0,89.0,4.0,6.0,3.0,10.0,2.0,76.0
2585,10001143,10001143,PMDDGDG2PM2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2586,10001143,10001143,PMDDGDG2PM2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2587,10001143,10001143,PMDDGDG2PN2,1,20.0,20.0,25.0,70.0,90.0,20.0,0.0,5.0,15.0,10.0,55.0
2588,10001143,10001143,PMDDGDG2PN2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2593,10001143,10001143,PMDDGEC2HI2,1,25.0,25.0,45.0,55.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
2594,10001143,10001143,PMDDGEC2HI2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2595,10001143,10001143,PMDDGEC2HI2,2,20.0,20.0,40.0,55.0,85.0,10.0,0.0,5.0,10.0,10.0,65.0
2596,10001143,10001143,PMDDGEC2PS2,1,55.0,55.0,95.0,58.0,90.0,8.0,4.0,5.0,13.0,2.0,69.0
2597,10001143,10001143,PMDDGEC2PS2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2598,10001143,10001143,PMDDGEC2PS2,2,20.0,20.0,40.0,55.0,85.0,10.0,0.0,5.0,10.0,10.0,65.0
2599,10001143,10001143,PMDDGEC2SG2,1,35.0,35.0,60.0,60.0,85.0,5.0,10.0,0.0,20.0,5.0,60.0
2600,10001143,10001143,PMDDGEC2SG2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2601,10001143,10001143,PMDDGEC2SG2,2,20.0,20.0,40.0,55.0,85.0,10.0,0.0,5.0,10.0,10.0,65.0
2602,10001143,10001143,PMDDGEC2SY2,1,60.0,60.0,105.0,59.0,89.0,7.0,3.0,6.0,11.0,2.0,71.0
2603,10001143,10001143,PMDDGEC2SY2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2604,10001143,10001143,PMDDGEC2SY2,2,20.0,20.0,40.0,55.0,85.0,10.0,0.0,5.0,10.0,10.0,65.0
2606,10001143,10001143,PMDDGEC4,2,20.0,20.0,40.0,55.0,85.0,10.0,0.0,5.0,10.0,10.0,65.0
2607,10001143,10001143,PMDDGED2HI2,1,25.0,25.0,45.0,55.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
2608,10001143,10001143,PMDDGED2HI2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2609,10001143,10001143,PMDDGED2PS2,1,55.0,55.0,95.0,58.0,90.0,8.0,4.0,5.0,13.0,2.0,69.0
2610,10001143,10001143,PMDDGED2PS2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2611,10001143,10001143,PMDDGED2RP2,1,15.0,15.0,20.0,80.0,65.0,5.0,5.0,10.0,20.0,20.0,40.0
2612,10001143,10001143,PMDDGED2RP2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2613,10001143,10001143,PMDDGED2TH2,1,15.0,15.0,20.0,80.0,65.0,5.0,5.0,10.0,20.0,20.0,40.0
2614,10001143,10001143,PMDDGED2TH2,1,90.0,90.0,155.0,60.0,92.0,9.0,1.0,4.0,12.0,3.0,71.0
2616,10001143,10001143,PMDDGEK2PS2,1,55.0,55.0,95.0,58.0,90.0,8.0,4.0,5.0,13.0,2.0,69.0
2617,10001143,10001143,PMDDGEK2PS2,1,15.0,15.0,20.0,75.0,80.0,0.0,0.0,10.0,0.0,10.0,80.0
2619,10001143,10001143,PMDDGEK4,1,15.0,15.0,20.0,75.0,80.0,0.0,0.0,10.0,0.0,10.0,80.0
2621,10001143,10001143,PMDDGEM4,1,25.0,25.0,50.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
2622,10001143,10001143,PMDDGEM4,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2623,10001143,10001143,PMDDGEP2SP2,1,50.0,50.0,95.0,55.0,95.0,10.0,0.0,0.0,15.0,0.0,70.0
2624,10001143,10001143,PMDDGEP2SP2,1,25.0,25.0,50.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
2626,10001143,10001143,PMDDGFI4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2627,10001143,10001143,PMDDGFN4,1,10.0,10.0,15.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
2628,10001143,10001143,PMDDGFN4,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2629,10001143,10001143,PMDDGFN4_P,1,10.0,10.0,15.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
2630,10001143,10001143,PMDDGFO4,1,25.0,25.0,40.0,60.0,85.0,10.0,5.0,0.0,10.0,5.0,70.0
2632,10001143,10001143,PMDDGFP4,1,20.0,20.0,35.0,55.0,95.0,5.0,0.0,5.0,15.0,0.0,75.0
2633,10001143,10001143,PMDDGFS4,1,80.0,80.0,130.0,62.0,93.0,1.0,2.0,2.0,6.0,2.0,85.0
2634,10001143,10001143,PMDDGFS4,1,20.0,20.0,25.0,75.0,90.0,10.0,0.0,5.0,15.0,5.0,65.0
2635,10001143,10001143,PMDDGFV2LT2,1,10.0,10.0,20.0,65.0,85.0,5.0,5.0,10.0,10.0,5.0,70.0
2636,10001143,10001143,PMDDGFV2LT2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2637,10001143,10001143,PMDDGFV2LT2,1,20.0,20.0,35.0,55.0,95.0,5.0,0.0,5.0,15.0,0.0,75.0
2639,10001143,10001143,PMDDGFV2MC2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2640,10001143,10001143,PMDDGFV2MC2,1,20.0,20.0,35.0,55.0,95.0,5.0,0.0,5.0,15.0,0.0,75.0
2642,10001143,10001143,PMDDGFV2MR2,1,25.0,25.0,45.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
2643,10001143,10001143,PMDDGFV2MR2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2644,10001143,10001143,PMDDGFV2MR2,1,20.0,20.0,35.0,55.0,95.0,5.0,0.0,5.0,15.0,0.0,75.0
2645,10001143,10001143,PMDDGFV2MR2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2646,10001143,10001143,PMDDGFV2MR2_P,1,25.0,25.0,45.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
2647,10001143,10001143,PMDDGFV2MR2_P,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2648,10001143,10001143,PMDDGFV2MR2_P,1,20.0,20.0,35.0,55.0,95.0,5.0,0.0,5.0,15.0,0.0,75.0
2649,10001143,10001143,PMDDGFV2PL2,1,20.0,20.0,25.0,70.0,90.0,20.0,0.0,5.0,15.0,10.0,55.0
2650,10001143,10001143,PMDDGFV2PL2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2651,10001143,10001143,PMDDGFV2PL2,1,20.0,20.0,35.0,55.0,95.0,5.0,0.0,5.0,15.0,0.0,75.0
2653,10001143,10001143,PMDDGFV2PM2,1,55.0,55.0,90.0,62.0,89.0,4.0,6.0,3.0,10.0,2.0,76.0
2654,10001143,10001143,PMDDGFV2PM2,1,45.0,45.0,70.0,60.0,90.0,5.0,5.0,0.0,10.0,0.0,75.0
2655,10001143,10001143,PMDDGFV2PM2,1,20.0,20.0,35.0,55.0,95.0,5.0,0.0,5.0,15.0,0.0,75.0
2659,10001143,10001143,PMDDGGD4,1,25.0,25.0,40.0,55.0,100.0,0.0,0.0,0.0,15.0,0.0,80.0
2661,10001143,10001143,PMDDGGE4,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,5.0,15.0,0.0,70.0
2662,10001143,10001143,PMDDGGE4,1,10.0,10.0,20.0,60.0,90.0,0.0,10.0,0.0,10.0,0.0,80.0
2663,10001143,10001143,PMDDGGM4,1,25.0,25.0,45.0,55.0,90.0,15.0,5.0,0.0,0.0,5.0,75.0
2665,10001143,10001143,PMDDGHB4,1,30.0,30.0,45.0,65.0,85.0,25.0,0.0,5.0,10.0,5.0,50.0
2666,10001143,10001143,PMDDGHB4,2,10.0,10.0,15.0,80.0,85.0,0.0,10.0,0.0,5.0,5.0,80.0
2667,10001143,10001143,PMDDGHC4,1,30.0,30.0,45.0,65.0,85.0,25.0,0.0,5.0,10.0,5.0,50.0
2668,10001143,10001143,PMDDGHC4,2,10.0,10.0,15.0,80.0,85.0,0.0,10.0,0.0,5.0,5.0,80.0
2669,10001143,10001143,PMDDGHG4,1,25.0,25.0,50.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
2670,10001143,10001143,PMDDGHG4,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2671,10001143,10001143,PMDDGHI2LT2,1,10.0,10.0,20.0,65.0,85.0,5.0,5.0,10.0,10.0,5.0,70.0
2672,10001143,10001143,PMDDGHI2LT2,1,25.0,25.0,45.0,55.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
2674,10001143,10001143,PMDDGHI2PL2,1,20.0,20.0,25.0,70.0,90.0,20.0,0.0,5.0,15.0,10.0,55.0
2675,10001143,10001143,PMDDGHI2PL2,1,25.0,25.0,45.0,55.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
2677,10001143,10001143,PMDDGHI2PN2,1,20.0,20.0,25.0,70.0,90.0,20.0,0.0,5.0,15.0,10.0,55.0
2678,10001143,10001143,PMDDGHI2PN2,1,25.0,25.0,45.0,55.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
2680,10001143,10001143,PMDDGHI2TM2,1,25.0,25.0,50.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
2681,10001143,10001143,PMDDGHI2TM2,1,25.0,25.0,45.0,55.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
2682,10001143,10001143,PMDDGHI2TM2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2685,10001143,10001143,PMDDGHR4,1,10.0,10.0,20.0,60.0,90.0,10.0,0.0,0.0,10.0,10.0,75.0
2686,10001143,10001143,PMDDGHR4,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2687,10001143,10001143,PMDDGHR4_P,1,10.0,10.0,20.0,60.0,90.0,10.0,0.0,0.0,10.0,10.0,75.0
2688,10001143,10001143,PMDDGIC4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2689,10001143,10001143,PMDDGIC4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2690,10001143,10001143,PMDDGIO4,1,25.0,25.0,40.0,60.0,85.0,10.0,5.0,0.0,10.0,5.0,70.0
2691,10001143,10001143,PMDDGIO4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2692,10001143,10001143,PMDDGIO4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2693,10001143,10001143,PMDDGIV4,1,35.0,35.0,60.0,60.0,85.0,5.0,10.0,0.0,20.0,5.0,60.0
2694,10001143,10001143,PMDDGIV4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2695,10001143,10001143,PMDDGIV4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2698,10001143,10001143,PMDDGLB4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2699,10001143,10001143,PMDDGLB4,1,20.0,20.0,40.0,55.0,85.0,0.0,10.0,0.0,5.0,5.0,75.0
2700,10001143,10001143,PMDDGLB4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2701,10001143,10001143,PMDDGLB4,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2702,10001143,10001143,PMDDGLC4,1,35.0,35.0,60.0,60.0,85.0,5.0,10.0,0.0,20.0,5.0,60.0
2703,10001143,10001143,PMDDGLC4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2704,10001143,10001143,PMDDGLC4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2705,10001143,10001143,PMDDGLF4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2706,10001143,10001143,PMDDGLF4,1,10.0,10.0,15.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
2707,10001143,10001143,PMDDGLF4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2708,10001143,10001143,PMDDGLF4,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2710,10001143,10001143,PMDDGLH4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2711,10001143,10001143,PMDDGLH4,1,25.0,25.0,45.0,55.0,90.0,5.0,5.0,5.0,10.0,5.0,75.0
2712,10001143,10001143,PMDDGLH4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2713,10001143,10001143,PMDDGLI4,1,20.0,20.0,25.0,70.0,90.0,20.0,0.0,5.0,15.0,10.0,55.0
2714,10001143,10001143,PMDDGLI4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2715,10001143,10001143,PMDDGLI4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2716,10001143,10001143,PMDDGLM2MR2,1,85.0,85.0,165.0,52.0,93.0,2.0,5.0,0.0,9.0,2.0,82.0
2717,10001143,10001143,PMDDGLM2MR2,1,20.0,20.0,40.0,55.0,85.0,0.0,10.0,0.0,5.0,5.0,75.0
2718,10001143,10001143,PMDDGLM2MR2,1,25.0,25.0,45.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,90.0
2719,10001143,10001143,PMDDGLM2MR2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2720,10001143,10001143,PMDDGLM2TM2,1,85.0,85.0,165.0,52.0,93.0,2.0,5.0,0.0,9.0,2.0,82.0
2721,10001143,10001143,PMDDGLM2TM2,1,20.0,20.0,40.0,55.0,85.0,0.0,10.0,0.0,5.0,5.0,75.0
2722,10001143,10001143,PMDDGLM2TM2,1,25.0,25.0,50.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
2723,10001143,10001143,PMDDGLM2TM2,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2724,10001143,10001143,PMDDGLM4,1,85.0,85.0,165.0,52.0,93.0,2.0,5.0,0.0,9.0,2.0,82.0
2725,10001143,10001143,PMDDGLM4,1,20.0,20.0,40.0,55.0,85.0,0.0,10.0,0.0,5.0,5.0,75.0
2726,10001143,10001143,PMDDGLM4,2,10.0,10.0,15.0,70.0,85.0,0.0,10.0,0.0,15.0,10.0,65.0
2727,10001143,10001143,PMDDGLM4_P,1,85.0,85.0,165.0,52.0,93.0,2.0,5.0,0.0,9.0,2.0,82.0
2728,10001143,10001143,PMDDGLM4_P,1,20.0,20.0,40.0,55.0,85.0,0.0,10.0,0.0,5.0,5.0,75.0
2729,10001143,10001143,PMDDGLN4,1,25.0,25.0,40.0,60.0,85.0,10.0,5.0,0.0,10.0,5.0,70.0
2730,10001143,10001143,PMDDGLN4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2731,10001143,10001143,PMDDGLN4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2732,10001143,10001143,PMDDGLP4,1,20.0,20.0,25.0,70.0,90.0,20.0,0.0,5.0,15.0,10.0,55.0
2733,10001143,10001143,PMDDGLP4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2734,10001143,10001143,PMDDGLP4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2735,10001143,10001143,PMDDGLS4,1,35.0,35.0,60.0,60.0,85.0,5.0,10.0,0.0,20.0,5.0,60.0
2736,10001143,10001143,PMDDGLS4,1,70.0,70.0,130.0,56.0,85.0,5.0,9.0,2.0,14.0,4.0,66.0
2737,10001143,10001143,PMDDGLS4,2,20.0,20.0,30.0,65.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
2738,10001143,10001143,PMDDGLT2PS2,1,55.0,55.0,95.0,58.0,90.0,8.0,4.0,5.0,13.0,2.0,69.0
2739,10001143,10001143,PMDDGLT2PS2,1,10.0,10.0,20.0,65.0,85.0,5.0,5.0,10.0,10.0,5.0,70.0
2741,10001143,10001143,PMDDGLT2RP2,1,10.0,10.0,20.0,65.0,85.0,5.0,5.0,10.0,10.0,5.0,70.0
2742,10001143,10001143,PMDDGLT2RP2,1,15.0,15.0,20.0,80.0,65.0,5.0,5.0,10.0,20.0,20.0,40.0
2744,10001143,10001143,PMDDGLT2SG2,1,35.0,35.0,60.0,60.0,85.0,5.0,10.0,0.0,20.0,5.0,60.0
2745,10001143,10001143,PMDDGLT2SG2,1,10.0,10.0,20.0,65.0,85.0,5.0,5.0,10.0,10.0,5.0,70.0
2747,10001143,10001143,PMDDGLT2SP2,1,50.0,50.0,95.0,55.0,95.0,10.0,0.0,0.0,15.0,0.0,70.0
2748,10001143,10001143,PMDDGLT2SP2,1,10.0,10.0,20.0,65.0,85.0,5.0,5.0,10.0,10.0,5.0,70.0
2749,10001143,10001143,PMDDGLT2SP2,2,10.0,10.0,15.0,80.0,85.0,0.0,10.0,0.0,5.0,5.0,80.0
2750,10001143,10001143,PMDDGLT2TH2,1,10.0,10.0,20.0,65.0,85.0,5.0,5.0,10.0,10.0,5.0,70.0
2751,10001143,10001143,PMDDGLT2TH2,1,15.0,15.0,20.0,80.0,65.0,5.0,5.0,10.0,20.0,20.0,40.0
